x,y,hue
0.6837162,0.42911375,6
0.59228563,-0.17618002,9
0.33052713,0.9589437,6
0.25424823,1.1910437,0
0.5013681,-0.19569038,8
0.14224146,0.4188673,3
0.42986348,0.2816705,3
0.008798643,0.14635712,9
1.7253714,0.85916543,0
0.2369206,0.43255842,8
-0.09410876,0.69751513,1
0.8085158,0.35081926,5
-0.34773338,-0.11454399,1
-0.16907394,0.5180351,6
0.72381514,0.2318824,3
0.23527107,0.19414112,8
-0.31426287,0.06718099,1
0.05437982,0.40975145,5
1.0886447,-0.07667199,2
0.12586403,0.48568764,8
0.2576928,-0.07379636,9
0.1634491,0.01306802,7
0.55897063,1.428261,0
0.31414193,0.30809146,9
1.2509667,1.3734581,0
0.4202463,0.61943346,6
1.1400157,0.37265795,4
0.035513982,0.17516096,8
0.20342255,0.3053577,3
0.5951111,0.6167632,9
1.1592003,-0.40198565,7
1.015691,0.4960758,4
0.15720187,0.12698908,2
-0.09024201,0.38981947,2
1.0695951,2.2756662,0
0.30169156,1.3138207,0
0.5916549,0.587861,3
1.059011,1.3203526,0
0.2760158,-0.029167652,9
0.5687517,0.54278666,6
-0.11828205,0.10859716,1
-0.555407,0.019299136,1
0.15110418,0.2932669,7
0.16250241,0.28857437,8
0.6894695,-0.07929222,4
1.546693,0.4943959,4
0.28281298,0.6175155,8
0.06461863,-0.2388886,7
0.8004937,0.84765387,6
0.44412494,0.42285785,8
0.1367714,0.60994446,4
-0.09128447,0.2977233,9
1.1202297,1.0042703,3
0.49693772,-0.1198373,4
0.5743901,0.092519775,9
0.63750255,0.017110214,8
1.147043,0.03692788,9
0.45204943,-0.021889925,3
0.8016733,0.34166172,7
0.20285648,0.44862798,7
0.2244853,0.5554668,2
0.6934234,-0.37160766,7
0.34630936,0.8065298,2
0.63595295,0.86306286,5
-0.5278107,0.6014829,1
0.4930269,0.5301084,2
0.5551106,0.020885834,5
-0.028923899,-0.2356697,1
0.32235393,-0.13073781,1
1.5848253,0.79533195,6
0.004224971,-0.33225015,1
0.43836957,0.021237195,4
-0.33505315,0.30810386,1
0.70427966,0.8266934,3
0.5210757,0.56764555,6
0.623456,-0.096310735,7
0.046233803,1.2725205,2
1.0736587,-0.0019233264,6
0.50950325,0.10922241,6
0.5915286,0.25312307,7
0.34989005,1.0855016,8
0.90590507,1.6992387,2
1.0611949,0.101765275,9
-0.12169656,0.7872263,8
0.29328945,0.85052353,6
0.5996162,1.4103777,8
-0.11746666,-0.35260722,1
0.3612278,1.1350344,3
1.1250352,0.059515506,4
1.0846783,-0.086639084,4
0.5292622,0.50950855,6
0.239999,-0.069134176,7
0.6471364,0.6798853,6
0.62152714,-0.04511574,7
1.5334293,0.56379634,6
0.21663871,0.19959532,8
0.66206706,0.7224936,6
1.0661478,0.5777991,9
0.57061124,1.0183041,2
0.2971145,0.014088303,7
0.20737872,0.3267272,8
0.6340918,0.7483583,0
0.42069244,0.5168641,9
1.155884,0.4644982,6
0.22142503,0.13224353,8
0.88760924,0.07828969,7
-0.27884296,0.6817687,1
1.0032496,0.62989086,5
-0.46910566,0.3038764,1
0.9776009,0.07312234,4
0.30029035,-0.08715226,9
0.11238021,0.01923114,5
-0.025492892,0.5689337,3
0.61071575,0.49906152,3
0.5651285,0.3447652,2
0.7004464,0.003355654,6
0.41339615,0.77833563,8
-0.32196447,0.20303178,1
2.7891915,0.45915765,0
0.40821666,0.33295768,6
0.307772,0.27463418,6
0.01799512,-0.16283463,1
-0.41764984,0.13768521,1
-0.03586489,1.0381773,3
0.1983261,0.46981332,3
0.8028598,0.22747773,7
0.2823626,-0.022663802,7
-0.20120427,0.63513094,2
-0.11147662,0.40677375,2
-0.13424948,0.49434713,3
0.3119325,0.6439065,5
0.015509874,0.60281163,5
0.7365925,0.47067928,3
0.30174443,-0.041284308,8
0.4966818,1.0130411,0
-0.30537555,-0.2508507,7
-0.009687051,0.070294455,8
0.69740057,-0.019361436,7
-0.08610645,0.9401449,3
0.01962179,-0.20426866,3
0.08855173,1.2174721,3
0.6930946,0.010710239,4
1.4542177,0.7773697,6
0.24616638,-0.102728754,9
0.3895678,0.7895182,6
0.5001182,0.12880944,4
0.6490258,1.5236281,3
0.45457476,0.332813,2
1.1298342,0.55872506,9
1.1928724,0.4071306,4
0.14855227,0.8979756,6
0.79895794,0.2170426,7
0.10439631,0.8070516,0
0.08224352,-0.1778728,4
0.55082816,-0.14834341,4
0.64228773,0.7654226,6
-0.09796993,0.69503844,2
0.34812307,-0.22383222,8
0.5970555,1.3378823,5
0.28005463,0.33054674,2
0.28045237,0.25039887,3
0.5084258,0.46989292,2
-0.00080269575,-0.31919923,1
1.0848478,-0.116939425,5
0.3716779,0.19435936,8
0.12435375,0.8371613,8
-0.3866909,-0.044186115,1
0.04877326,0.8891387,5
1.0916793,0.16935468,4
-0.050520554,0.69150805,2
0.17102124,1.1461434,3
0.1957837,0.21409072,4
1.1689165,0.38397413,8
0.92014724,0.05903463,4
0.07008408,0.68014055,3
0.7334999,0.18539812,4
0.25656706,0.5153575,9
0.20261991,0.29953727,6
0.19095874,0.032225132,4
0.734474,0.7257913,7
-0.054371953,0.44698715,8
0.049583852,0.34110826,8
0.42440754,0.03259909,3
0.1616976,1.1417356,8
1.0231655,1.4175863,0
-0.088287175,0.80336,3
0.8744738,1.4511471,0
0.6444039,0.19630787,2
-0.18697491,-0.2524221,1
0.7400073,0.14035302,4
0.50792885,0.5770848,8
-0.01022315,0.188725,1
0.07589133,0.31895998,8
1.1532488,0.59599775,5
0.48116803,0.3635031,3
0.26775026,0.60948145,8
0.26587752,0.4551804,2
1.4138855,0.75352997,0
1.3076338,-0.24633536,7
-0.065935224,0.29889125,7
0.45462295,0.71185493,6
0.68111926,1.4305387,3
0.5288532,0.43949622,7
1.0296725,0.008243844,9
0.69245064,0.2912873,4
1.4074516,0.22538614,8
0.3596605,0.1786483,9
0.8025235,0.014110059,6
0.60801643,0.5535311,2
0.47095746,-0.14583698,7
0.4141904,0.3980505,7
0.25547248,0.24514674,1
-0.06781101,-0.14291431,1
0.7709379,0.13511091,7
0.4276896,0.15202315,5
0.89306885,0.006448716,7
0.48442847,0.117965646,8
1.709316,0.7553289,0
0.030154139,-0.28118318,1
-0.4511906,-0.37525198,1
1.5728407,1.0010606,0
1.0917611,-0.23113668,7
0.755339,0.7157069,8
-0.19093475,0.92056954,7
-0.162855,0.564984,1
-0.1056159,0.34581175,2
0.37116152,0.4391001,7
0.21164405,-0.20795862,9
0.6059409,0.04071096,3
0.5628992,-0.04692916,5
0.02308216,0.6377897,7
0.42999023,0.11287692,7
-0.14102072,-0.07837141,7
0.60655624,2.1838002,0
0.023748964,1.120683,8
0.5805231,0.53497446,6
-0.14678223,0.45660183,4
0.3529209,0.4418465,7
-0.07137528,0.5819527,2
1.0550687,1.247865,8
1.1235777,0.2667632,9
1.1282963,-0.2998001,7
0.0036169887,0.08429289,6
0.29114726,-0.04925529,8
0.5228647,0.19295254,6
0.5681111,0.17063278,9
0.94618744,1.0935804,2
0.3214324,0.8247829,8
-0.03597009,0.8573186,3
0.35906976,0.5304892,3
0.5112804,0.0021394193,4
0.04721266,0.52692384,3
0.9778117,0.73553336,0
1.4839652,0.25628546,5
0.08951396,1.1648378,2
1.9594128,0.5715124,0
-0.24128285,-0.07798377,1
0.28765327,-0.10871205,7
-0.016932055,0.27277482,5
0.43760854,0.39373562,8
0.6660592,0.21263736,3
0.3694001,-0.14099106,4
0.19860995,0.15431194,4
0.2141749,0.76114786,3
-0.077187285,0.58061934,2
0.3566962,0.56262624,6
-0.034686744,0.9947144,2
0.17601667,0.44222233,8
0.7645314,0.39763698,2
0.061846077,0.023447514,1
1.3870354,1.554543,0
0.7421272,0.6814562,5
0.19634327,0.66049004,6
0.76695925,-0.08893198,4
0.38947818,1.2295425,3
0.1217238,1.2856429,2
0.89132005,0.5306276,0
1.4536433,1.0925335,0
0.9003432,2.055117,0
0.80738616,0.0762686,4
0.56666934,0.116906166,7
0.1996563,0.64135754,3
0.53488904,0.18818575,4
-0.057627484,0.5635747,6
0.6682382,0.41677994,7
0.6149092,0.042199135,7
0.83333766,0.79906565,0
0.8309616,0.7530114,0
-0.12460771,1.2063596,2
0.25096065,-0.042098388,2
-0.15792388,0.31861544,9
1.092623,0.4518867,9
0.59640056,0.2742754,2
0.94039834,0.90594625,2
-0.2527112,1.0639374,5
0.23050328,0.5965931,6
-0.017681718,1.2066032,2
0.5968651,-0.20517723,7
0.47433758,1.1375755,0
0.70968616,0.17408025,6
0.3722427,0.8335623,8
0.071289554,0.34038103,6
0.34000245,0.97648853,8
0.25633174,0.97603863,8
1.1279055,0.20428264,5
0.6670979,0.1814972,4
0.5411822,0.91751254,3
0.9109906,0.19179456,8
0.31045926,-0.1472517,7
0.9136621,0.5499498,2
-0.07848066,0.5971398,6
0.0312314,0.0684989,4
0.88431865,0.8797442,6
0.4804957,0.5754986,5
0.7534281,0.64151955,0
1.0042511,0.16974214,4
0.09474856,-0.11557579,1
0.5051117,2.024171,0
0.13453951,1.007012,8
0.8233057,0.30901223,9
1.4795287,0.2077507,6
0.635805,0.14817476,2
-0.030754834,0.25745636,3
1.0581203,0.033278525,4
0.13746239,0.3878086,2
-0.14365442,0.48957747,9
0.70619017,0.20690475,4
0.23363185,0.6123755,3
1.5684116,0.67095095,0
0.77068496,1.0307189,6
0.40830404,0.5770948,7
1.0257192,0.40932357,9
0.77704984,-0.14134255,4
0.4511509,0.80935174,2
-0.16637556,1.3980374,2
0.09494758,0.6291366,6
0.5155709,0.32732224,4
0.120521024,0.04485196,8
0.18396717,-0.07185081,1
0.2383569,-0.23156174,1
0.3961777,0.045619197,8
0.17845267,0.5727663,2
0.30310953,1.6997788,2
0.43901396,0.48680627,9
1.26987,-0.2159068,9
-0.6011639,0.48003933,1
-0.20684595,-0.29159924,2
-0.3463866,-0.076360166,1
0.40307873,0.42784536,6
0.59534895,0.268699,2
0.84789824,0.6042173,6
1.0516094,0.3481543,9
0.8954426,0.23328584,0
0.40018302,0.3347814,9
-0.0912127,0.5057597,8
0.20100196,0.276386,9
0.047315024,0.17118835,7
1.2768713,0.6602985,0
0.51942396,0.1937001,8
0.22924118,0.3100637,6
1.5450547,1.2801125,0
0.4218831,-0.21774213,7
1.6861193,1.3434112,0
0.3998666,1.1168637,6
1.5541577,0.5065034,5
1.047376,0.30348095,3
0.63214844,-0.29668954,9
0.4105776,0.07418384,4
-0.18239787,0.79872155,8
2.0204458,1.0105984,8
0.70922935,0.6561616,2
-0.09802373,1.1975329,2
0.28188854,0.92197657,5
0.21547298,0.5012518,8
1.2374703,1.1235375,0
0.2575481,0.13849637,1
0.38546926,0.80476177,6
0.30534485,-0.10552035,1
0.43039697,0.7805378,2
0.8307383,-0.0012797117,9
0.6680161,0.45801845,9
0.7709787,1.651806,5
0.1338276,0.14952664,4
0.3055981,-0.27888274,1
0.029010922,0.897084,2
0.8827107,0.39835268,4
0.17356776,1.0539293,6
0.27206674,0.4727705,8
0.4285986,-0.085148945,2
0.23666061,-0.24165547,1
0.4612709,0.9126361,8
-0.51235056,0.41055787,1
0.8444351,0.96261084,6
0.6401185,0.55467176,0
0.5612992,-0.09657785,4
0.4826523,0.0052507147,8
-0.0043735895,0.47981238,9
0.039136797,-0.08253941,1
0.24584565,0.1292079,6
1.3790746,0.44896573,4
-0.2432112,0.24642967,3
0.46785218,0.37729028,6
0.52252054,0.34753552,8
0.49880657,0.41426018,9
-0.112293564,0.18228477,2
0.18539569,0.81076896,2
0.31631398,0.3590383,3
1.2174054,-0.1748901,4
0.17553626,0.51018137,7
0.23381822,0.48734298,8
0.24298523,0.08457627,7
0.022174459,0.40136024,3
-0.053937435,0.16813415,5
0.9228531,-0.13403821,7
0.7300241,0.60810715,6
0.27979213,0.6147772,6
0.9876322,0.06332487,9
0.48726735,0.05852592,7
0.79166776,0.894041,6
0.4080696,0.57188773,3
0.25487494,0.3363477,6
0.2643772,0.29685527,4
-0.13908269,-0.22669469,9
0.3381155,0.13258964,7
0.23591085,0.08947256,6
0.10540716,0.41367453,9
0.16184449,1.0744883,5
0.49375105,-0.12621687,7
-0.08834612,0.33140403,3
0.34835115,0.29733118,1
1.2767735,1.0069947,6
-0.066443205,-0.092231974,1
0.8623309,0.051674932,9
0.0981443,0.30297208,8
0.4488122,0.038254857,4
-0.20453112,0.013992874,4
0.7591281,0.12107422,3
0.38044536,0.38618922,7
0.588408,1.0356069,2
-0.04120982,1.0839826,5
0.12273729,0.1561374,3
0.18747042,0.7099297,2
0.72383255,0.30910325,3
0.20288469,0.70921177,2
-0.06887476,0.50427324,8
1.2385118,0.21446681,7
0.7218182,0.38072896,6
0.08582595,-0.058145225,7
-0.3059909,-0.0770933,1
-0.16750047,-0.18581164,1
0.1181487,0.5789173,4
0.21026668,0.0336681,9
0.2728921,0.1153747,4
0.87102747,-0.1181286,7
1.8869584,0.52736366,4
0.14331491,0.033880882,8
0.5710071,-0.032274693,9
0.23069012,0.5902551,6
0.80358607,0.12883101,9
0.5980464,0.7263098,2
0.17616957,0.14013493,1
0.19581532,0.8796771,8
0.13440472,-0.33310556,7
1.0486134,0.48928607,4
0.31809106,0.27564192,2
0.42977172,-0.3156749,1
0.7972629,0.79264665,6
0.88392836,-0.20426618,7
0.754673,0.34480953,6
0.10402851,0.79178256,9
0.79533494,0.13260606,9
0.43730825,0.2184905,4
0.7663869,0.07927701,7
-0.12640902,0.5173354,8
0.015431624,0.19777381,3
0.33529097,0.3565,8
0.2158543,0.15641227,5
0.15445234,0.9940911,5
0.84992653,0.3235014,9
1.031263,0.07852697,9
-0.29481065,1.3309016,8
1.2988958,0.56569684,5
0.28290388,0.5372484,3
-0.1815928,1.238125,5
0.7063829,1.8497263,0
0.5432553,0.0703702,9
0.08826999,0.20666586,2
0.22608039,0.703516,3
0.61350566,0.42604992,9
1.1794295,0.08291022,6
-0.3553716,-0.04720374,1
0.4434215,0.82322854,6
0.25608182,0.1598641,6
-0.04555881,0.5457239,1
0.40404537,0.6121254,2
0.5047586,1.1432462,0
0.37743306,0.9879006,3
0.23096259,0.5320869,0
-0.3983582,0.31772423,1
1.0690795,0.06566784,4
0.24216796,0.3969563,9
0.69449586,0.18401277,7
0.22581193,0.113116354,7
0.14567234,0.21356651,6
0.26107612,-0.11475928,7
0.13793625,0.04915507,7
0.27471915,0.29912087,6
0.27183878,1.1521343,8
0.18050098,0.16390158,4
0.6252941,0.83691096,0
0.49582568,0.92520857,0
1.1328032,0.7437739,0
0.21873038,0.30197003,4
0.23892704,-0.12690613,7
0.3370116,0.27603614,9
0.2669049,1.0404298,5
1.3342303,0.9119533,0
0.8989828,-0.11795408,3
0.82794785,0.08808222,8
-0.2586467,0.24189907,1
0.74957204,0.8027192,6
0.0067082047,0.4905048,2
0.399283,0.8741525,6
1.8805828,0.647814,0
0.5248023,-0.12175816,4
0.7267517,0.13855523,8
-0.37638733,0.45460665,1
0.8386187,0.35694098,5
1.1967921,1.252085,0
0.4753989,0.4093065,3
0.62091076,0.8527161,8
0.15586698,0.0064273775,1
0.19276005,1.0143896,5
0.22031261,-0.23579782,2
0.5141066,0.26092497,4
0.7575595,0.0041247457,9
0.5012607,1.5048413,0
1.081499,-0.1855696,7
0.20960158,0.1370177,2
0.7579868,0.08573574,7
0.34167764,1.0478357,6
0.9055643,1.881411,0
0.3409835,0.14222205,6
0.01819994,0.37882552,4
0.3369527,1.4277136,0
-0.107864514,0.6676561,4
0.9609484,1.5327832,0
0.37890434,0.30516613,4
0.5082213,2.0260148,0
0.32140428,-0.025350988,8
-0.15039104,0.80412436,2
0.21021648,0.099466205,3
0.99415565,1.821069,0
-0.53103215,0.15919988,1
0.43807656,0.83466625,5
0.69600147,0.8776502,8
0.06331166,0.7275224,8
1.0423574,0.4273234,9
0.014642543,0.7582774,2
0.29270178,0.2608114,9
0.28276652,-0.005203545,7
0.21733508,-0.051541954,1
0.5719211,0.42780775,7
0.5444084,-0.07185581,9
1.4851009,0.5488426,5
0.5558685,0.8686724,5
-0.30181843,0.87984294,1
0.14522333,0.3474759,5
0.41117004,-0.050555646,9
0.12348127,0.44872683,2
0.3437522,0.2392844,3
0.7458241,0.59275836,4
1.0553588,0.0049038306,9
1.0318066,2.0755556,0
0.8238938,0.7437956,0
0.41010433,-0.100741744,9
0.2510586,-0.1726715,4
0.85049844,1.1290064,2
0.15714478,0.66016805,8
0.2247617,0.521675,4
-0.015161771,0.9468864,3
-0.084682174,0.34617978,8
0.43167114,1.3369821,2
0.6902622,-0.12651588,4
-0.0059678257,0.4381034,5
0.45491964,0.075496316,9
0.9717498,0.23313227,6
0.7594181,-0.20054673,7
0.7544632,0.25440985,0
0.35267216,0.18113469,4
-0.03503841,0.63334405,1
-0.04192084,0.15243708,1
0.7955121,0.0040401593,5
0.15559857,-0.19543818,7
0.050959915,-0.0730557,4
0.009014189,0.30731702,1
0.88883346,0.60024023,3
0.021227306,0.19828267,4
0.24660067,0.48583236,8
0.8777667,0.30530578,7
-0.028575957,0.51777095,8
0.16434821,0.21302128,5
-0.12560906,0.8595867,3
-0.04864925,-0.11672813,7
-0.00725778,0.37999687,9
0.2572268,0.30157226,2
0.2165397,0.34716475,3
1.6040092,0.103894055,6
0.16773246,0.79420567,6
0.70234793,0.05943597,4
0.9321215,1.7135931,0
-0.040728405,0.7817322,2
0.4980828,0.6520807,3
-0.090722114,0.8055481,8
0.89386255,0.7354257,9
0.8078576,0.34912962,5
0.079771906,0.15628207,1
0.44888318,0.08234571,4
0.5062013,0.21090174,6
0.12592486,0.40371272,4
0.030484557,0.690885,6
-0.0913091,0.69429314,6
-0.06037125,0.45005783,5
0.3456005,0.38399917,3
0.027498022,0.8871259,2
0.20374261,0.9050626,5
0.83286643,0.98322153,2
1.0940367,0.85076493,0
0.28232855,0.78272563,0
0.562503,0.35585186,4
0.1668537,0.55840904,2
0.65304685,1.122211,2
0.7626067,1.0329231,0
1.0547945,1.2455105,0
0.6725078,0.12630725,8
0.70764196,0.40870887,2
0.79170597,0.6466452,0
1.2354383,0.44468355,8
0.4046769,-0.04624036,1
2.0424871,1.8128101,0
0.8603972,0.29043669,6
0.45221967,0.100231275,9
1.2875359,-0.13163614,7
0.27156168,0.39239573,3
0.25189424,0.8381329,7
0.46874818,0.68968374,5
0.4996828,0.003553126,6
1.0019671,-0.049512804,7
0.5834371,1.4268271,2
0.21849631,-0.094263464,7
-0.01970058,0.2116015,8
0.418864,0.6483542,0
1.0909017,0.17078865,3
0.07880689,0.5136241,3
1.1867936,0.18130647,3
0.4530248,0.115676284,7
0.706544,0.3743304,7
0.35060883,0.7012886,8
0.37333322,0.24893942,6
0.49644664,0.63924646,6
0.006907344,-0.18723154,1
0.42722896,-0.08315098,3
0.6775551,1.1742761,8
0.7138084,0.66046065,6
0.52128446,-0.45306304,7
0.73963344,0.6880855,4
0.593147,0.6046137,9
1.3551278,-0.005266972,5
0.66165584,0.22950327,9
0.78688896,0.6117049,3
0.16317593,0.6814418,3
0.38482302,0.19633062,2
0.6101027,1.0589486,2
0.26339123,0.7760071,9
0.6292606,0.13233264,3
-0.23087636,0.4883442,5
0.66613793,-0.10902223,7
0.025860518,-0.15987837,1
1.8165236,0.76421964,0
-0.48649773,-0.00040093064,1
0.8649491,0.19035754,5
0.09068319,-0.3595996,1
-0.060616672,0.4031505,2
0.03171791,1.6901929,2
0.637949,0.2132537,4
0.43838114,0.5528828,2
0.39586875,0.12359142,7
0.01427719,-0.45618123,1
-0.2522717,0.11578156,1
0.43166876,-0.007392898,7
1.092738,0.6051131,9
-0.052343816,-0.0021428168,1
0.41975605,0.41354322,3
0.8234113,0.13416645,7
1.0363276,0.55224955,0
-0.030136794,0.22208175,1
0.47894016,0.65669024,4
0.9286379,0.2676999,6
-0.53343225,-0.06263054,1
0.22586516,0.08166653,1
0.49372613,-0.25635976,8
0.74755967,0.029933745,3
0.5930638,0.5345373,0
0.5188944,0.23889013,7
0.5449963,-0.1907127,7
0.49731094,0.03586191,7
1.17874,-0.14363039,7
0.10813986,-0.29005218,3
1.3346896,0.28604835,5
0.2523177,0.15345033,7
0.6342277,0.73508394,0
0.075722545,0.15317458,1
-0.102927424,0.009200439,9
-0.090258926,0.5239525,2
0.1653125,-0.27222443,1
0.30198264,0.61012626,3
0.52794826,0.22025874,4
0.24742183,0.66671485,4
1.9827173,1.0497965,0
0.017136768,0.2998507,4
0.3379898,0.38643613,4
-0.28893858,-0.35991043,1
0.75394183,0.06472409,8
1.0906562,-0.33336788,8
0.007754732,0.70497876,3
0.58311886,0.63461405,4
0.956072,-0.28595403,7
0.84090054,0.26871976,7
0.56186604,0.5875212,3
0.7987986,0.6718979,4
0.6976412,0.6468457,8
0.19498481,0.6828152,2
0.21692753,1.0606557,5
0.4646652,1.0063585,3
1.2705032,1.5627041,0
0.35253602,0.11236963,7
0.48563963,0.7718296,2
-0.28398782,0.004243225,1
0.66971517,0.062099755,9
0.5033386,-0.26843053,4
0.7794711,0.104294986,5
0.2610464,0.011267751,8
0.7236407,0.12926708,3
0.20575859,0.9742465,2
0.20090064,0.3938607,6
1.7393556,0.66017014,0
0.18346956,0.056064934,1
0.49255076,0.3284644,2
0.012473166,-0.400476,1
1.125433,0.05764681,9
0.08700572,0.41415495,4
0.7582391,1.0390906,0
0.2031524,0.8930695,2
0.48034567,1.3698153,5
0.49502397,0.29801038,4
0.39325485,0.7359793,3
0.8797317,-0.44075558,7
0.072690874,-0.021345377,1
0.615894,0.16094144,9
-0.12413296,-0.14234143,1
-0.07420528,0.16373977,1
0.244745,0.35604513,7
0.40035254,0.0145071745,6
0.045694575,0.41726995,2
-0.029312536,-0.2969068,7
0.64294016,-0.35515285,2
0.7926338,0.4097565,8
0.854012,-0.033921972,9
-0.4370098,0.2745286,1
0.24697995,0.018554265,6
0.56887984,-0.16839516,7
0.10493034,0.5495379,7
0.26528615,0.33535084,2
-0.18371284,-0.24809988,1
0.49269742,0.3605187,7
0.9686631,0.20281601,4
0.30779636,1.6622292,2
0.324096,1.0121953,5
0.6750649,-0.09617458,9
0.31600827,0.40169385,4
0.3848772,0.85840124,3
0.275437,-0.18539082,4
0.14205824,0.788047,3
0.30276302,0.4004534,6
0.4005948,0.032933474,7
-0.28327274,0.0914629,2
0.3379863,0.429517,9
1.8913888,0.9411545,6
0.4384601,0.86908823,6
0.5108564,0.8845304,2
0.20331298,-0.05738157,7
0.16599184,0.18424623,4
1.1670712,0.8600898,5
0.09512366,0.3661496,7
-0.13087773,0.7409786,1
-0.35567313,0.1540798,1
0.49806386,0.0972172,7
1.852314,1.2830113,0
0.33285975,0.86463714,5
0.5016655,0.15557095,3
0.5142255,0.90069294,2
1.2421595,0.4560051,8
-0.08932796,-0.12796918,1
0.28103215,1.904805,0
0.79577386,0.15072492,9
0.21436058,1.2660322,0
1.1596429,0.48105675,4
0.17798352,0.26020333,5
0.42032263,0.025699317,7
-0.07037416,0.25097847,8
0.30010617,0.8323886,5
2.2772546,0.38936463,0
0.83559674,0.28346187,9
0.68300253,1.1709828,3
1.0830555,0.64826024,6
0.25841907,-0.07402831,7
-0.26486668,0.3016673,7
0.7836399,0.20204267,7
0.15839212,0.801132,7
0.16834833,0.25530893,9
0.46444058,0.5337178,3
0.39468446,0.49224803,8
0.65382415,-0.12572303,7
0.44052088,0.33990806,6
0.78306323,0.1626996,6
-0.01722619,0.50413245,3
0.5197988,0.37352747,5
0.41825292,-0.32334584,7
-0.0084773,1.045172,8
0.62145954,0.30916825,5
0.44201908,-0.20456085,7
-0.33117056,0.66182995,1
-0.021658957,0.14117807,8
-0.13380879,0.21543548,7
0.17493576,0.22106571,4
0.100957125,0.33680838,7
0.2533801,0.15314016,8
1.9904841,1.0730438,0
0.8902115,0.32777828,4
0.65257084,0.21584988,3
0.4451846,0.8819529,0
-0.1295369,1.5823485,8
0.47147655,0.34569493,2
0.76456785,0.6748775,0
-0.22235781,0.05655264,1
0.06613693,0.2778861,2
1.0917275,0.98193336,5
0.33145738,0.33727148,3
0.67291194,0.03329687,7
0.7576033,0.38328248,6
0.3733009,0.21565169,7
-0.5597094,0.35576642,1
0.5819036,0.32667613,4
0.96303296,-0.15139285,9
0.79271567,0.1952036,7
-0.1875534,0.037917078,1
0.54633456,0.78033555,6
1.3038627,1.3753126,6
0.7540848,0.33597898,7
-0.26053438,0.9530294,2
0.050244242,-0.1039851,1
-0.2926574,0.22934213,1
0.4787033,0.935658,6
1.2324612,0.4073906,4
0.5849774,-0.00593403,4
1.0881473,1.1304042,0
0.19765875,-0.16232896,3
0.026167084,1.3280611,0
0.8790294,0.11601879,7
